project_code,date,rainfall_mm,temp_avg_c,temp_max_c,temp_min_c
612788.0,20240514,3.76,28.72,33.23,24.41
612788.0,20240515,2.78,28.76,33.7,24.34
612788.0,20240516,5.16,29.1,34.85,24.34
612788.0,20240517,4.22,29.5,35.22,24.03
612788.0,20240518,12.16,28.78,32.99,25.12
612788.0,20240519,11.7,27.37,31.37,24.18
612788.0,20240520,19.23,27.49,32.5,23.99
612788.0,20240521,6.22,28.61,34.79,23.12
612788.0,20240522,0.12,30.0,36.04,24.37
612788.0,20240523,0.24,30.47,36.91,24.63
612788.0,20240524,11.71,28.35,33.62,24.62
612788.0,20240525,1.27,27.38,33.44,23.79
612788.0,20240526,1.24,27.55,33.64,23.79
612788.0,20240527,0.05,28.08,34.43,24.02
612788.0,20240528,0.01,28.37,34.98,24.3
612788.0,20240529,0.63,28.26,34.15,24.59
612788.0,20240530,0.61,29.42,36.74,24.2
612788.0,20240531,0.01,29.74,36.54,24.67
612788.0,20240601,1.76,27.62,31.06,25.13
612788.0,20240602,3.35,28.35,33.86,24.08
612788.0,20240603,7.8,26.07,29.73,23.42
612788.0,20240604,2.29,27.17,32.13,23.44
612788.0,20240605,1.82,27.32,32.64,23.85
612788.0,20240606,17.7,27.14,33.08,23.28
612788.0,20240607,13.9,25.53,29.27,23.05
612788.0,20240608,12.68,25.59,30.83,22.5
612788.0,20240609,4.69,24.76,28.58,22.38
612788.0,20240610,4.97,24.61,28.79,22.03
612788.0,20240611,4.67,24.75,29.75,21.52
612788.0,20240612,13.63,24.02,27.75,21.39
612788.0,20240613,1.19,24.2,28.9,21.26
612788.0,20240614,1.89,25.37,31.15,21.04
612788.0,20240615,0.35,26.16,31.82,22.02
612788.0,20240616,26.41,25.89,31.17,22.47
612788.0,20240617,2.92,25.82,31.72,21.32
612788.0,20240618,1.55,25.56,31.02,21.82
612788.0,20240619,0.79,25.86,31.35,22.17
612788.0,20240620,2.73,26.1,31.42,22.79
612788.0,20240621,2.1,26.07,30.71,22.92
612788.0,20240622,1.05,25.11,29.33,22.43
612788.0,20240623,0.49,24.96,29.14,21.74
612788.0,20240624,3.5,25.09,30.44,21.49
612788.0,20240625,2.09,24.74,29.79,21.39
612788.0,20240626,10.74,23.65,27.12,21.24
612788.0,20240627,7.65,22.38,25.43,20.4
612788.0,20240628,1.2,24.79,30.25,20.87
612788.0,20240629,2.7,25.54,30.17,22.35
612788.0,20240630,18.23,25.06,29.28,22.55
612788.0,20240701,7.52,24.61,28.38,21.98
612788.0,20240702,2.86,24.95,29.5,21.18
612788.0,20240703,2.75,25.27,29.06,23.03
612788.0,20240704,3.74,25.32,29.74,22.51
612788.0,20240705,9.03,24.56,28.32,22.03
612788.0,20240706,6.81,25.11,28.54,22.75
612788.0,20240707,7.75,24.39,28.57,21.79
612788.0,20240708,10.81,23.78,27.61,21.35
612788.0,20240709,3.46,24.17,28.53,21.66
612788.0,20240710,2.97,24.59,29.81,20.85
612788.0,20240711,3.45,24.7,29.97,21.56
612788.0,20240712,6.24,24.16,28.29,20.42
612788.0,20240713,6.06,24.56,27.48,22.78
612788.0,20240714,8.29,24.43,28.25,21.6
612788.0,20240715,17.44,25.48,29.61,22.76
612788.0,20240716,5.26,24.8,27.03,23.49
612788.0,20240717,12.23,24.97,27.55,23.26
612788.0,20240718,7.2,25.29,28.74,23.21
612788.0,20240719,11.7,24.03,26.03,22.8
612788.0,20240720,5.76,23.91,26.47,22.49
612788.0,20240721,6.73,24.71,28.95,22.27
612788.0,20240722,4.15,24.18,28.05,21.98
612788.0,20240723,8.04,24.18,28.19,21.77
612788.0,20240724,8.71,24.36,27.83,21.91
612788.0,20240725,6.33,24.42,27.78,22.66
612788.0,20240726,10.23,24.62,27.92,22.69
612788.0,20240727,4.4,24.46,27.81,22.33
612788.0,20240728,2.98,24.65,28.5,22.04
612788.0,20240729,5.44,25.43,29.71,22.58
612788.0,20240730,5.14,24.95,28.36,22.82
612788.0,20240731,5.28,25.04,28.23,22.94
612788.0,20240801,7.01,24.4,28.11,22.58
612788.0,20240802,5.21,24.12,28.04,21.75
612788.0,20240803,3.41,23.87,27.59,21.52
612788.0,20240804,4.2,23.62,26.92,21.5
612788.0,20240805,3.35,24.58,28.95,21.3
612788.0,20240806,3.82,24.2,27.96,21.67
612788.0,20240807,2.73,24.13,27.95,21.7
612788.0,20240808,12.75,24.79,29.49,21.49
612788.0,20240809,1.56,25.09,29.65,21.63
612788.0,20240810,1.35,25.21,29.73,21.85
612788.0,20240811,2.6,25.11,29.2,22.15
612788.0,20240812,0.03,25.58,30.65,22.06
612788.0,20240813,6.04,25.46,29.01,22.71
612788.0,20240814,9.45,26.39,30.64,22.17
612788.0,20240815,14.48,26.67,30.47,23.63
612788.0,20240816,14.04,26.39,30.61,23.04
612788.0,20240817,3.26,26.62,30.74,22.78
612788.0,20240818,6.38,25.89,29.53,23.43
612788.0,20240819,17.51,26.34,29.55,22.96
612788.0,20240820,6.21,26.1,29.59,23.05
612788.0,20240821,15.83,25.91,30.45,22.13
612788.0,20240822,1.33,24.5,28.52,22.16
612788.0,20240823,2.01,24.61,28.88,21.81
612788.0,20240824,8.77,24.17,27.68,22.4
612788.0,20240825,5.06,23.97,26.37,22.4
612788.0,20240826,3.22,24.5,27.83,22.58
612788.0,20240827,6.18,24.4,28.14,22.16
612788.0,20240828,5.0,24.25,28.09,21.71
612788.0,20240829,1.82,24.35,27.87,22.22
612788.0,20240830,4.03,24.26,27.65,21.88
612788.0,20240831,5.55,23.85,26.49,22.24
612788.0,20240901,3.83,23.89,27.69,21.77
612788.0,20240902,3.44,24.27,28.15,21.68
612788.0,20240903,1.64,24.63,28.82,21.78
612788.0,20240904,4.58,24.43,28.35,22.07
612788.0,20240905,3.91,24.75,29.35,21.7
612788.0,20240906,0.85,24.34,28.49,21.71
612788.0,20240907,2.64,24.59,29.35,21.52
612788.0,20240908,3.79,24.45,28.01,21.89
612788.0,20240909,4.82,24.59,28.61,22.31
612788.0,20240910,3.57,23.93,26.71,21.86
612788.0,20240911,2.38,24.38,28.76,21.58
612788.0,20240912,0.71,24.42,29.15,21.18
612788.0,20240913,0.52,24.26,29.17,20.56
612788.0,20240914,0.92,24.23,29.45,20.13
612788.0,20240915,1.21,24.1,29.24,20.67
612788.0,20240916,2.63,24.32,29.72,20.39
612788.0,20240917,2.76,24.43,29.62,21.0
612788.0,20240918,0.66,23.86,29.44,19.55
612788.0,20240919,0.02,24.19,29.56,20.21
612788.0,20240920,0.03,24.9,30.43,20.46
612788.0,20240921,19.12,24.47,28.85,21.64
612788.0,20240922,24.85,23.76,26.67,21.91
612788.0,20240923,8.91,24.92,29.15,21.73
612788.0,20240924,19.23,23.97,26.36,22.56
612788.0,20240925,3.7,23.66,26.78,21.76
612788.0,20240926,2.98,23.8,28.21,21.34
612788.0,20240927,0.93,23.91,28.33,21.02
612788.0,20240928,0.23,24.86,29.89,21.04
612788.0,20240929,17.07,25.47,29.52,21.56
612788.0,20240930,4.15,26.19,30.29,22.55
612788.0,20241001,0.24,26.9,31.78,21.46
612788.0,20241002,0.31,26.21,30.9,22.06
612788.0,20241003,2.23,24.93,28.41,22.3
612788.0,20241004,3.11,24.99,28.74,22.5
612788.0,20241005,6.22,24.97,28.76,21.98
612788.0,20241006,2.33,24.19,27.17,21.95
612788.0,20241007,0.77,24.25,29.08,20.05
612788.0,20241008,9.42,24.36,28.58,20.99
612788.0,20241009,17.32,24.99,29.18,22.18
612788.0,20241010,12.5,25.16,29.26,22.53
612788.0,20241011,30.89,25.02,29.32,22.47
612788.0,20241012,15.12,24.95,29.24,22.48
612788.0,20241013,0.29,25.2,29.43,22.08
612788.0,20241014,2.42,24.23,28.08,21.43
612788.0,20241015,9.06,23.53,26.73,21.22
612788.0,20241016,24.97,23.55,26.51,21.94
612788.0,20241017,3.74,24.46,28.35,20.94
612788.0,20241018,9.88,23.75,26.44,22.02
612788.0,20241019,0.23,24.52,28.5,21.62
612788.0,20241020,8.01,24.23,27.82,21.38
612788.0,20241021,34.54,24.48,27.98,22.22
612788.0,20241022,7.57,24.65,29.05,20.95
612788.0,20241023,3.5,24.63,28.84,21.11
612788.0,20241024,0.28,24.93,29.21,21.08
612788.0,20241025,0.0,24.01,29.17,19.54
612788.0,20241026,0.0,23.38,28.76,18.16
612788.0,20241027,0.0,23.47,28.37,19.95
612788.0,20241028,0.36,22.91,28.7,17.72
612788.0,20241029,2.41,24.04,28.84,20.04
612788.0,20241030,1.15,24.37,29.2,20.23
612788.0,20241031,4.0,24.85,29.49,20.68
612788.0,20241101,2.99,24.31,29.0,20.96
612788.0,20241102,0.0,23.83,28.93,19.38
612788.0,20241103,0.0,24.04,29.09,20.29
612788.0,20241104,0.18,23.54,28.35,19.35
612788.0,20241105,0.09,23.23,27.75,19.7
612788.0,20241106,0.0,22.85,28.06,18.47
612788.0,20241107,0.0,22.46,28.55,18.17
612788.0,20241108,0.0,23.07,28.47,17.74
612788.0,20241109,0.0,23.22,28.0,19.54
612788.0,20241110,0.0,23.17,28.28,19.17
612788.0,20241111,0.0,21.89,27.54,17.42
612788.0,20241112,0.0,20.59,26.54,17.12
612788.0,20241113,0.02,23.97,29.22,19.18
612788.0,20241114,1.25,24.24,28.79,21.23
612788.0,20241115,1.45,24.17,28.32,21.13
612788.0,20241116,0.47,24.53,28.94,21.68
612788.0,20241117,0.09,23.23,28.18,18.09
612788.0,20241118,0.0,21.13,27.75,15.93
612788.0,20241119,0.0,21.58,27.6,16.78
612788.0,20241120,0.0,20.7,27.47,15.04
612788.0,20241121,0.0,21.04,27.43,15.81
612788.0,20241122,0.0,20.76,27.35,14.66
612788.0,20241123,0.0,21.23,27.82,16.13
612788.0,20241124,0.0,20.8,27.97,14.42
612788.0,20241125,0.0,20.71,26.56,16.28
612788.0,20241126,0.0,21.59,27.87,16.29
612788.0,20241127,0.0,21.99,27.71,18.25
612788.0,20241128,0.0,20.8,27.79,16.69
612788.0,20241129,0.0,21.15,29.23,13.48
612788.0,20241130,0.0,23.21,28.61,18.93
612788.0,20241201,0.05,23.54,28.29,19.99
612788.0,20241202,4.11,24.12,29.34,20.44
612788.0,20241203,9.77,23.29,26.3,21.56
612788.0,20241204,0.21,24.66,29.9,21.28
612788.0,20241205,0.38,24.69,30.11,20.96
612788.0,20241206,0.07,25.19,30.19,20.68
612788.0,20241207,0.27,24.37,28.34,21.29
612788.0,20241208,3.58,24.98,30.37,20.66
612788.0,20241209,2.46,24.9,29.2,21.97
612788.0,20241210,0.0,24.78,29.87,21.36
612788.0,20241211,0.0,23.75,29.1,20.7
612788.0,20241212,0.0,23.38,28.66,19.66
612788.0,20241213,0.0,23.29,29.01,19.73
612788.0,20241214,0.0,22.9,29.24,18.81
612788.0,20241215,0.0,20.98,28.36,16.46
612788.0,20241216,0.0,19.8,28.05,14.24
612788.0,20241217,0.0,20.41,29.48,13.16
612788.0,20241218,0.0,21.86,28.8,14.77
612788.0,20241219,0.0,24.34,30.57,19.05
612788.0,20241220,0.0,24.46,30.78,19.11
612788.0,20241221,0.0,24.17,31.03,18.99
612788.0,20241222,0.0,24.06,30.54,19.13
612788.0,20241223,0.0,23.6,29.54,19.0
612788.0,20241224,0.0,24.0,30.4,18.57
612788.0,20241225,0.01,23.92,30.03,18.64
612788.0,20241226,0.19,24.5,30.91,19.35
612788.0,20241227,0.89,24.5,30.62,20.81
612788.0,20241228,0.15,23.85,30.92,19.48
612788.0,20241229,0.0,23.12,30.62,18.27
612788.0,20241230,0.0,22.7,30.98,16.82
612788.0,20241231,0.0,22.61,30.92,17.0
612788.0,20250101,0.0,22.06,29.85,16.67
612788.0,20250102,0.0,20.9,28.51,15.67
612788.0,20250103,0.0,21.07,29.88,14.54
612788.0,20250104,0.0,20.88,30.32,14.0
612788.0,20250105,0.0,20.96,30.23,13.97
612788.0,20250106,0.0,21.26,30.66,13.77
612788.0,20250107,0.0,21.3,31.02,13.65
612788.0,20250108,0.0,20.65,29.55,13.76
612788.0,20250109,0.0,20.61,29.57,13.37
612788.0,20250110,0.0,22.11,29.63,15.9
612788.0,20250111,0.0,23.64,30.47,18.15
612788.0,20250112,0.0,23.96,31.53,17.56
612788.0,20250113,0.0,24.8,32.46,18.42
612788.0,20250114,0.0,24.99,31.96,19.69
612788.0,20250115,0.0,24.22,30.27,19.23
612788.0,20250116,0.0,24.15,30.54,18.83
612788.0,20250117,0.0,23.77,30.82,18.88
612788.0,20250118,0.0,23.12,30.91,18.17
612788.0,20250119,0.01,23.48,32.62,15.61
612788.0,20250120,0.04,23.6,32.57,17.27
612788.0,20250121,0.0,22.85,32.79,14.65
612788.0,20250122,0.0,23.65,34.01,14.74
612788.0,20250123,0.0,24.83,34.51,16.49
612788.0,20250124,0.0,24.05,33.98,15.74
612788.0,20250125,0.0,23.11,34.03,14.45
612788.0,20250126,0.0,23.25,33.64,13.88
612788.0,20250127,0.0,23.47,33.47,14.81
612788.0,20250128,0.0,23.97,34.22,14.81
612788.0,20250129,0.0,23.7,33.51,15.8
612788.0,20250130,0.0,23.79,34.43,14.52
612788.0,20250131,0.0,24.76,35.0,15.02
612788.0,20250201,0.0,25.38,34.8,17.21
612788.0,20250202,0.0,25.66,35.61,17.34
612788.0,20250203,0.0,24.82,34.99,16.03
612788.0,20250204,0.0,25.36,36.28,15.55
612788.0,20250205,0.0,25.67,35.69,16.55
612788.0,20250206,0.0,25.67,35.62,16.86
612788.0,20250207,0.0,25.9,35.46,17.17
612788.0,20250208,0.0,25.89,35.21,17.62
612788.0,20250209,0.0,25.82,34.62,17.93
612788.0,20250210,0.0,26.13,34.96,18.17
612788.0,20250211,0.0,26.02,35.26,17.94
612788.0,20250212,0.0,26.14,36.19,16.6
612788.0,20250213,0.0,26.57,36.85,17.38
612788.0,20250214,0.0,25.83,36.06,16.38
612788.0,20250215,0.0,25.87,36.16,16.36
612788.0,20250216,0.0,25.92,36.26,16.35
612788.0,20250217,0.0,26.43,36.8,16.61
612788.0,20250218,0.0,27.44,37.03,17.99
612788.0,20250219,0.0,28.09,37.09,19.4
612788.0,20250220,0.12,28.78,36.72,20.92
612788.0,20250221,0.27,28.64,36.76,20.63
612788.0,20250222,0.0,28.41,36.5,20.58
612788.0,20250223,0.0,27.4,36.2,19.21
612788.0,20250224,0.0,26.57,35.36,18.92
612788.0,20250225,0.0,26.21,34.83,18.6
612788.0,20250226,0.0,27.02,35.75,19.31
612788.0,20250227,0.0,27.26,35.58,19.43
612788.0,20250228,0.0,27.68,36.31,19.64
612788.0,20250301,0.0,27.77,36.52,20.7
612788.0,20250302,0.0,27.86,36.81,19.86
612788.0,20250303,0.0,28.2,36.88,20.28
612788.0,20250304,0.0,29.39,38.64,20.27
612788.0,20250305,0.0,29.11,38.37,20.25
612788.0,20250306,0.0,27.54,37.44,18.58
612788.0,20250307,0.0,26.88,37.67,15.98
612788.0,20250308,0.0,28.19,38.32,19.59
612788.0,20250309,0.0,28.66,38.69,18.71
612788.0,20250310,0.0,28.26,37.29,19.5
612788.0,20250311,0.0,27.87,36.68,18.94
612788.0,20250312,0.0,28.48,37.64,19.28
612788.0,20250313,0.01,28.62,35.8,21.18
612788.0,20250314,0.0,30.0,38.84,21.37
612788.0,20250315,0.0,29.64,38.2,21.43
612788.0,20250316,0.0,29.44,38.75,20.96
612788.0,20250317,0.0,28.72,37.51,20.33
612788.0,20250318,0.01,30.36,38.98,22.27
612788.0,20250319,0.0,30.82,39.29,22.77
612788.0,20250320,0.0,31.05,39.26,22.98
612788.0,20250321,0.0,31.19,39.33,23.45
612788.0,20250322,0.07,30.98,39.38,22.18
612788.0,20250323,0.01,30.85,39.3,21.87
612788.0,20250324,0.1,31.4,38.63,24.5
612788.0,20250325,1.5,31.46,38.74,23.03
612788.0,20250326,2.77,31.1,38.92,24.35
612788.0,20250327,0.06,30.33,38.66,21.98
612788.0,20250328,1.89,30.84,38.95,22.1
612788.0,20250329,0.0,30.84,38.99,23.23
612788.0,20250330,0.04,30.49,39.35,21.76
612788.0,20250331,0.09,31.08,39.33,23.06
612788.0,20250401,0.28,30.45,37.97,23.08
612788.0,20250402,0.04,29.85,37.12,23.28
612788.0,20250403,7.35,28.22,33.74,24.22
612788.0,20250404,3.47,28.42,35.79,22.34
612788.0,20250405,1.61,28.83,35.84,22.3
612788.0,20250406,0.56,29.39,36.7,22.66
612788.0,20250407,0.18,29.96,38.58,22.16
612788.0,20250408,3.78,29.13,37.85,20.84
612788.0,20250409,1.05,29.34,37.49,21.8
612788.0,20250410,0.15,29.29,37.02,23.01
612788.0,20250411,0.18,29.21,37.85,22.14
612788.0,20250412,1.66,30.03,38.24,22.12
612788.0,20250413,1.67,30.72,39.15,21.55
612788.0,20250414,0.08,31.1,39.58,22.87
612788.0,20250415,0.44,31.13,39.53,21.98
612788.0,20250416,3.62,30.46,38.81,23.27
612788.0,20250417,0.03,30.84,39.22,22.6
612788.0,20250418,2.57,30.75,39.04,23.91
612788.0,20250419,0.99,30.84,38.98,23.77
612788.0,20250420,5.01,30.81,39.35,24.0
612788.0,20250421,4.9,30.64,38.6,24.11
612788.0,20250422,0.03,31.01,38.92,23.68
612788.0,20250423,0.77,30.9,39.34,23.11
612788.0,20250424,0.34,30.5,37.89,23.6
612788.0,20250425,5.42,30.47,36.98,24.42
612788.0,20250426,17.61,30.66,39.09,23.47
612788.0,20250427,3.55,29.76,36.06,24.35
612788.0,20250428,1.59,29.46,36.89,23.26
612788.0,20250429,0.0,29.81,37.4,22.63
612788.0,20250430,0.82,30.27,38.12,22.95
612788.0,20250501,1.29,30.21,39.16,22.49
612788.0,20250502,0.79,30.41,39.09,22.84
612788.0,20250503,2.13,29.56,37.56,23.35
612788.0,20250504,0.01,29.45,38.15,22.26
612788.0,20250505,0.0,29.06,37.13,21.31
612788.0,20250506,0.0,29.72,37.31,22.42
612788.0,20250507,0.0,30.12,37.93,21.76
612788.0,20250508,0.18,28.98,36.65,22.51
612788.0,20250509,1.5,28.8,36.6,21.49
612788.0,20250510,0.0,28.84,36.06,22.18
612788.0,20250511,0.0,30.3,37.86,23.96
612788.0,20250512,3.82,30.49,37.58,23.19
612788.0,20250513,15.1,28.18,34.25,23.66
612788.0,20250514,1.42,28.67,35.46,23.04
612788.0,20250515,5.99,27.24,31.73,23.51
612788.0,20250516,22.59,27.17,31.84,23.37
612788.0,20250517,8.44,28.0,33.56,22.9
612788.0,20250518,26.02,26.27,30.27,23.57
612788.0,20250519,23.7,26.35,29.88,23.43
612788.0,20250520,11.77,27.29,32.2,23.44
612788.0,20250521,6.56,25.82,30.23,23.05
612788.0,20250522,13.06,25.06,28.25,22.55
612788.0,20250523,4.89,26.06,31.59,22.01
612788.0,20250524,5.89,26.02,29.84,23.32
612788.0,20250525,11.75,25.45,29.98,22.63
612788.0,20250526,8.13,23.9,27.78,21.18
612788.0,20250527,6.24,24.28,27.92,21.84
612788.0,20250528,7.91,23.72,27.09,21.47
612788.0,20250529,29.16,23.79,26.94,21.57
612788.0,20250530,4.19,25.51,29.65,22.36
612788.0,20250531,0.34,24.91,30.58,19.9
612788.0,20250601,1.24,25.0,30.6,21.49
612788.0,20250602,1.95,25.77,31.11,22.24
612788.0,20250603,2.59,25.76,30.73,22.43
612788.0,20250604,2.54,25.47,30.04,22.1
612788.0,20250605,0.94,25.48,31.43,21.04
612788.0,20250606,0.59,25.6,30.05,21.78
612788.0,20250607,10.95,25.52,29.69,22.38
612788.0,20250608,1.76,25.36,29.66,22.26
612788.0,20250609,2.77,25.9,30.99,22.41
612788.0,20250610,0.61,25.67,30.56,22.04
612788.0,20250611,27.7,25.57,29.26,22.86
612788.0,20250612,33.78,24.91,28.39,21.65
612788.0,20250613,6.25,24.96,27.87,23.04
612788.0,20250614,3.98,24.53,26.83,21.98
612788.0,20250615,10.85,24.25,27.01,21.71
612788.0,20250616,4.34,24.73,28.7,21.63
612788.0,20250617,2.66,25.05,28.31,22.87
612788.0,20250618,1.75,25.36,28.96,22.99
612788.0,20250619,1.2,25.46,29.62,22.75
612788.0,20250620,3.28,25.09,29.1,22.43
612788.0,20250621,0.74,25.27,29.2,22.55
612788.0,20250622,8.16,25.32,29.56,22.31
612788.0,20250623,5.82,25.1,29.0,22.21
612788.0,20250624,4.25,24.0,27.8,21.17
612788.0,20250625,2.75,24.38,28.09,21.56
612788.0,20250626,4.96,24.59,27.75,22.61
612788.0,20250627,2.84,24.65,28.68,22.29
612788.0,20250628,1.34,25.01,29.62,21.76
612788.0,20250629,1.03,24.98,29.35,22.31
612788.0,20250630,1.22,24.54,28.19,22.11
612788.0,20250701,0.66,24.44,27.82,21.92
612788.0,20250702,3.69,24.94,29.38,21.92
612788.0,20250703,6.02,24.19,27.54,22.14
612788.0,20250704,3.84,23.98,27.16,22.0
612788.0,20250705,3.25,24.27,27.81,21.76
612788.0,20250706,3.03,24.47,27.86,22.18
612788.0,20250707,1.95,24.33,28.01,21.99
612788.0,20250708,1.05,24.66,29.09,22.07
612788.0,20250709,0.9,24.88,29.16,22.17
612788.0,20250710,1.85,25.19,30.16,21.8
612788.0,20250711,5.97,25.11,30.45,21.54
612788.0,20250712,3.34,25.01,29.56,21.93
612788.0,20250713,2.0,25.05,29.76,21.74
612788.0,20250714,5.15,25.02,28.97,22.09
612788.0,20250715,3.62,24.96,28.9,22.46
612788.0,20250716,8.62,25.08,29.68,22.04
612788.0,20250717,2.96,24.28,27.14,22.11
612788.0,20250718,42.86,23.89,26.65,22.01
612788.0,20250719,26.37,23.72,26.31,21.68
612788.0,20250720,8.71,24.47,29.03,21.69
612788.0,20250721,4.56,24.09,27.52,21.74
612788.0,20250722,17.07,23.75,27.4,21.76
612788.0,20250723,7.68,24.01,27.59,22.01
612788.0,20250724,5.18,24.26,27.78,21.93
612788.0,20250725,13.84,24.19,26.91,22.82
612788.0,20250726,7.32,23.76,27.08,22.0
612788.0,20250727,2.42,23.45,27.14,21.3
612788.0,20250728,1.29,23.4,27.47,20.81
612788.0,20250729,0.74,23.79,27.86,21.21
612788.0,20250730,0.9,23.88,28.07,21.14
612788.0,20250731,0.42,24.35,29.23,21.18
612788.0,20250801,0.53,24.48,29.6,20.69
612788.0,20250802,0.53,24.7,29.87,20.86
612788.0,20250803,0.66,24.93,29.46,21.21
612788.0,20250804,11.12,24.45,27.72,21.84
612788.0,20250805,40.07,24.73,28.39,21.69
612788.0,20250806,20.46,24.8,28.2,22.33
612788.0,20250807,1.4,24.38,27.24,22.12
612788.0,20250808,16.83,24.35,27.11,22.27
612788.0,20250809,13.74,24.23,27.68,21.48
612788.0,20250810,4.27,23.32,26.38,21.1
612788.0,20250811,3.48,23.21,27.88,20.39
612788.0,20250812,11.24,22.35,26.56,19.84
612788.0,20250813,9.05,22.99,27.84,19.44
612788.0,20250814,13.86,23.04,25.94,21.06
612788.0,20250815,6.21,23.72,27.51,21.3
612788.0,20250816,6.96,23.5,26.98,21.48
612788.0,20250817,12.82,23.29,26.08,21.51
612788.0,20250818,13.12,22.7,25.45,21.25
612788.0,20250819,10.16,22.48,24.77,20.99
612788.0,20250820,5.62,22.57,26.26,20.66
612788.0,20250821,1.05,23.79,28.45,20.79
612788.0,20250822,0.13,23.65,27.82,20.46
612788.0,20250823,0.44,23.25,26.96,20.46
612788.0,20250824,0.19,23.58,28.68,20.26
612788.0,20250825,0.29,23.23,28.17,19.83
612788.0,20250826,2.2,23.58,28.14,20.36
612788.0,20250827,26.41,23.25,25.9,21.63
612788.0,20250828,29.97,23.08,25.93,20.74
612788.0,20250829,8.26,23.88,27.5,21.52
612788.0,20250830,1.46,24.1,28.19,21.59
612788.0,20250831,2.69,24.02,28.2,21.22
612788.0,20250901,0.87,23.82,28.04,21.04
612788.0,20250902,5.34,23.31,27.14,21.0
612788.0,20250903,2.3,23.67,27.87,21.15
612788.0,20250904,1.25,23.96,28.54,21.23
612788.0,20250905,1.75,23.88,28.52,20.58
612788.0,20250906,0.84,23.92,28.95,20.03
612788.0,20250907,0.77,23.58,28.45,20.03
612788.0,20250908,0.19,23.79,28.7,19.48
612788.0,20250909,0.02,24.74,30.03,20.17
612788.0,20250910,1.41,24.91,29.78,21.27
612788.0,20250911,0.58,23.71,27.32,20.92
612788.0,20250912,0.19,23.05,25.74,21.16
612788.0,20250913,1.87,24.19,28.68,20.77
612788.0,20250914,0.55,24.09,28.4,21.22
612788.0,20250915,1.61,23.09,25.98,20.95
612788.0,20250916,0.96,23.47,26.51,21.18
612788.0,20250917,0.72,24.7,29.02,21.23
612788.0,20250918,18.74,24.19,28.12,21.49
612788.0,20250919,9.42,23.95,27.5,21.34
612788.0,20250920,0.77,24.26,28.69,20.98
612788.0,20250921,2.55,24.3,28.53,21.03
612788.0,20250922,4.47,23.79,27.72,21.45
612788.0,20250923,12.35,23.09,26.93,20.65
612788.0,20250924,16.09,23.21,27.9,19.87
612788.0,20250925,4.21,23.71,28.52,19.93
612788.0,20250926,7.74,23.23,27.41,20.73
612788.0,20250927,23.99,21.25,23.47,20.1
612788.0,20250928,9.04,23.0,27.68,19.82
612788.0,20250929,5.64,23.22,27.65,20.69
612788.0,20250930,4.28,23.34,28.08,20.11
612788.0,20251001,3.21,23.57,28.12,20.29
612788.0,20251002,3.05,23.79,27.65,21.04
612788.0,20251003,0.24,24.31,28.98,20.66
612788.0,20251004,0.01,24.28,29.32,20.45
612788.0,20251005,0.03,24.33,29.33,20.48
612788.0,20251006,0.0,23.31,27.56,20.33
612788.0,20251007,0.0,24.15,29.45,19.71
612788.0,20251008,22.64,25.02,29.87,20.87
612788.0,20251009,20.37,24.36,28.87,20.46
612788.0,20251010,9.52,24.02,28.08,21.01
612788.0,20251011,0.51,22.84,28.37,18.43
612788.0,20251012,0.12,22.21,28.14,17.95
612788.0,20251013,0.03,22.79,28.51,17.49
612788.0,20251014,0.01,23.91,29.06,20.29
612788.0,20251015,1.96,24.28,29.22,20.97
612788.0,20251016,1.17,24.34,28.96,21.22
612788.0,20251017,0.2,23.61,27.52,21.19
612788.0,20251018,2.22,23.51,27.94,20.63
612788.0,20251019,6.28,23.94,28.46,20.87
612788.0,20251020,1.74,24.21,28.9,21.04
612788.0,20251021,2.52,24.12,28.72,20.9
612788.0,20251022,8.92,24.02,28.63,20.96
612788.0,20251023,17.57,24.05,27.71,21.83
612788.0,20251024,28.85,22.89,25.98,20.67
612788.0,20251025,4.46,23.48,28.6,19.68
612788.0,20251026,8.85,23.89,28.98,19.76
612788.0,20251027,1.78,23.77,27.61,21.25
612788.0,20251028,0.71,23.2,27.58,20.56
612788.0,20251029,2.24,22.7,26.17,20.73
612788.0,20251030,1.4,22.55,27.15,20.06
612788.0,20251031,0.99,23.1,27.9,19.99
612788.0,20251101,0.53,23.37,28.74,18.93
612788.0,20251102,0.02,23.62,27.36,20.68
612788.0,20251103,0.09,23.43,28.62,20.08
612788.0,20251104,0.73,23.67,28.77,20.36
612788.0,20251105,0.02,22.91,27.92,19.5
612788.0,20251106,11.36,21.99,26.77,18.03
612788.0,20251107,7.97,22.78,27.29,20.14
612788.0,20251108,0.0,21.37,27.52,16.44
612788.0,20251109,0.0,18.6,25.44,12.75
612788.0,20251110,0.0,19.31,26.32,13.45
612788.0,20251111,0.0,20.39,27.34,13.8
612788.0,20251112,0.0,20.88,27.39,15.9
612788.0,20251113,0.0,20.86,27.6,16.15
612788.0,20251114,0.0,18.52,25.6,13.96
612788.0,20251115,0.0,18.01,25.35,11.39
612788.0,20251116,0.0,18.92,25.65,14.32
612788.0,20251117,0.0,18.16,25.01,13.28
612788.0,20251118,0.0,19.26,26.17,13.01
612788.0,20251119,0.0,21.61,27.95,17.02
612788.0,20251120,0.0,20.32,26.69,15.86
612788.0,20251121,0.32,21.72,28.9,14.95
612788.0,20251122,0.25,23.32,28.1,20.39
